Gender,AgeGroup,Education,Profession,Income,Switcher,LastPurchase,Annual_Spend,APhone
M,25-34,Masters,Performer,162721,1,2,396.0,0.0
M,55-64,HighSchool,Clerk,16432,0,3,706.0,0.0
M,55-64,HighSchool,Teacher,31160,0,2,1395.0,1.0
M,55-64,Associate,Secretary,30758,1,1,299.0,0.0
M,25-34,Associate,Architect,51835,0,2,921.0,0.0
F,55-64,Doctorate,Lawyer,246601,0,2,1433.0,0.0
M,35-44,Masters,Executive,230062,1,2,1265.0,0.0
M,35-44,Masters,Lawyer,101155,1,2,1289.0,0.0
M,65+,Bachelors,Programmer,91591,0,3,494.0,0.0
M,25-34,HighSchool,Secretary,16364,0,3,269.0,0.0
M,25-34,Masters,Lawyer,185052,1,2,1101.0,1.0
F,35-44,Bachelors,Performer,217222,0,5,316.0,0.0
M,35-44,Masters,Performer,217779,1,2,322.0,0.0
F,45-54,Bachelors,Programmer,64910,0,2,664.0,0.0
M,55-64,HighSchool,Clerk,20811,0,2,754.0,0.0
M,25-34,Associate,Technician,44340,1,1,270.0,0.0
M,35-44,Doctorate,Executive,292815,0,3,1049.0,1.0
M,35-44,Masters,Performer,286821,1,2,183.0,0.0
M,25-34,HighSchool,Student,19771,1,1,767.0,0.0
M,65+,Bachelors,Executive,149857,0,5,519.0,0.0
M,35-44,Masters,Programmer,45213,0,2,904.0,1.0
F,55-64,Masters,Entrepreneur,277109,0,2,932.0,1.0
M,25-34,Bachelors,Manager,54422,1,1,1024.0,1.0
F,55-64,Masters,Executive,215550,1,1,622.0,0.0
M,25-34,Associate,Architect,73068,1,1,1153.0,1.0
F,55-64,HighSchool,Student,25519,1,1,323.0,0.0
M,45-54,Masters,Entrepreneur,269682,1,2,376.0,0.0
M,55-64,Masters,Doctor,288577,0,3,698.0,0.0
M,65+,HighSchool,Clerk,23500,0,2,763.0,0.0
F,65+,Bachelors,Nurse,71324,0,3,885.0,0.0
F,35-44,Doctorate,Entrepreneur,149370,0,3,457.0,0.0
F,55-64,Masters,Entrepreneur,106676,0,5,1072.0,1.0
M,35-44,Masters,Doctor,249828,0,4,388.0,0.0
M,35-44,Associate,Teacher,23272,0,5,396.0,0.0
M,25-34,Bachelors,Nurse,56800,1,2,385.0,0.0
F,18-24,HighSchool,Janitor,27364,1,1,538.0,0.0
M,35-44,Masters,Entrepreneur,130620,1,1,1321.0,0.0
F,35-44,Associate,Clerk,32435,0,5,326.0,0.0
M,55-64,Masters,Programmer,57785,0,5,1130.0,1.0
M,25-34,HighSchool,Secretary,38369,1,1,772.0,1.0
F,35-44,Associate,Student,27620,0,3,447.0,0.0
M,35-44,Bachelors,Doctor,271023,1,1,590.0,0.0
M,65+,HighSchool,Teacher,29538,0,5,255.0,0.0
M,45-54,HighSchool,Student,25801,0,2,623.0,0.0
M,45-54,Associate,Clerk,32707,0,5,555.0,0.0
M,55-64,Associate,Janitor,22632,1,2,346.0,0.0
M,18-24,HighSchool,Secretary,9974,1,2,363.0,0.0
M,45-54,Masters,Lawyer,142098,0,3,660.0,0.0
F,65+,Bachelors,Architect,99446,0,4,288.0,0.0
M,55-64,HighSchool,Student,26017,0,2,713.0,0.0
M,45-54,HighSchool,Clerk,30187,0,2,1323.0,1.0
F,35-44,HighSchool,Teacher,16115,1,1,176.0,0.0
F,55-64,Bachelors,Manager,56913,1,1,516.0,0.0
M,55-64,Doctorate,Entrepreneur,153011,0,2,1452.0,0.0
F,55-64,Associate,Janitor,32269,0,5,209.0,0.0
F,55-64,HighSchool,Student,21223,0,3,759.0,0.0
M,25-34,Associate,Clerk,20672,1,1,402.0,0.0
M,25-34,Masters,Technician,74021,1,2,526.0,0.0
M,35-44,Masters,Performer,119465,0,3,677.0,0.0
M,35-44,Associate,Janitor,14995,0,2,377.0,0.0
M,45-54,Masters,Doctor,261471,1,1,663.0,0.0
M,25-34,Doctorate,Executive,187814,0,2,513.0,0.0
M,35-44,Masters,Entrepreneur,261406,0,4,560.0,0.0
M,55-64,HighSchool,Teacher,20117,1,1,416.0,0.0
M,55-64,HighSchool,Teacher,17170,0,2,679.0,0.0
M,18-24,HighSchool,Student,11504,1,2,527.0,0.0
M,55-64,Bachelors,Doctor,132697,0,5,340.0,0.0
F,65+,Associate,Technician,42924,0,3,614.0,0.0
M,45-54,Masters,Entrepreneur,281553,0,2,1218.0,1.0
F,55-64,Masters,Nurse,53302,1,2,1212.0,0.0
M,45-54,HighSchool,Student,17235,0,2,1045.0,1.0
M,35-44,Masters,Doctor,257293,1,2,1405.0,1.0
F,25-34,HighSchool,Secretary,11122,1,2,763.0,0.0
M,55-64,Masters,Executive,324444,0,5,611.0,0.0
M,55-64,HighSchool,Clerk,22429,0,2,662.0,0.0
M,35-44,Masters,Architect,40287,0,4,1067.0,1.0
F,55-64,Doctorate,Executive,157894,0,4,725.0,0.0
F,55-64,Masters,Executive,242089,0,4,357.0,0.0
F,55-64,Masters,Entrepreneur,100275,0,4,369.0,0.0
M,45-54,HighSchool,Secretary,18064,0,5,640.0,0.0
M,55-64,Associate,Clerk,16358,0,2,675.0,0.0
M,18-24,HighSchool,Clerk,39000,1,1,640.0,0.0
M,55-64,Masters,Technician,82036,0,5,746.0,0.0
M,55-64,Masters,Performer,216925,0,5,731.0,0.0
M,35-44,HighSchool,Student,15321,1,1,353.0,0.0
M,35-44,Associate,Architect,51207,0,2,174.0,0.0
M,45-54,Bachelors,Nurse,98219,0,2,1128.0,0.0
F,18-24,Associate,Clerk,14131,1,2,381.0,0.0
F,55-64,Doctorate,Doctor,246125,1,1,931.0,1.0
M,18-24,HighSchool,Secretary,36137,1,1,320.0,0.0
F,65+,Bachelors,Doctor,171489,0,2,1400.0,1.0
M,55-64,HighSchool,Teacher,34226,0,4,320.0,0.0
M,45-54,Masters,Technician,92838,1,2,518.0,0.0
M,35-44,Associate,Student,38893,1,1,226.0,0.0
M,55-64,Associate,Architect,59540,0,3,857.0,1.0
M,45-54,Bachelors,Executive,142554,0,5,761.0,1.0
F,35-44,HighSchool,Student,13623,1,1,235.0,0.0
M,55-64,Bachelors,Entrepreneur,121016,1,2,738.0,1.0
F,35-44,HighSchool,Teacher,19811,1,2,436.0,0.0
M,55-64,HighSchool,Student,20368,0,3,1100.0,1.0
M,45-54,Masters,Entrepreneur,225331,0,4,1144.0,1.0
M,65+,Masters,Doctor,382808,0,5,634.0,0.0
M,35-44,Bachelors,Performer,117473,1,2,272.0,0.0
M,25-34,Masters,Executive,138777,1,2,507.0,0.0
M,45-54,HighSchool,Student,15008,1,2,208.0,0.0
F,35-44,HighSchool,Teacher,14683,1,1,655.0,0.0
M,18-24,Associate,Clerk,12568,0,5,370.0,0.0
M,45-54,Masters,Entrepreneur,215967,1,1,917.0,1.0
M,55-64,Doctorate,Doctor,171386,0,4,1406.0,1.0
M,35-44,Masters,Doctor,186952,0,5,411.0,0.0
F,65+,Masters,Technician,93781,0,2,1093.0,1.0
M,35-44,Bachelors,Executive,184094,0,3,783.0,1.0
F,25-34,Bachelors,Manager,41053,1,2,409.0,0.0
M,25-34,Bachelors,Nurse,85532,0,2,1059.0,0.0
M,55-64,Bachelors,Lawyer,104669,0,2,703.0,0.0
F,65+,Bachelors,Lawyer,192547,1,2,421.0,0.0
F,25-34,Associate,Clerk,23217,1,1,598.0,0.0
F,65+,Masters,Performer,227269,0,5,388.0,0.0
M,35-44,Associate,Teacher,29469,0,5,658.0,0.0
M,25-34,Masters,Entrepreneur,110880,1,2,413.0,0.0
F,65+,HighSchool,Clerk,21543,0,2,388.0,0.0
F,55-64,Bachelors,Entrepreneur,219387,0,4,1466.0,1.0
M,45-54,Doctorate,Lawyer,117222,0,5,716.0,0.0
M,45-54,Masters,Performer,198696,1,1,649.0,0.0
M,65+,Masters,Performer,271818,1,2,252.0,0.0
M,55-64,Bachelors,Executive,161818,1,2,1154.0,1.0
F,35-44,HighSchool,Student,13095,0,4,640.0,0.0
F,55-64,Bachelors,Doctor,110951,0,5,577.0,0.0
M,25-34,Associate,Teacher,11705,1,1,301.0,0.0
F,65+,Bachelors,Architect,97639,0,5,1113.0,1.0
F,45-54,Associate,Teacher,25115,0,2,689.0,0.0
M,55-64,Doctorate,Lawyer,146155,0,4,727.0,1.0
M,55-64,Bachelors,Programmer,88740,0,5,657.0,0.0
F,55-64,Bachelors,Lawyer,145494,0,4,515.0,0.0
M,25-34,HighSchool,Secretary,33445,1,1,464.0,0.0
M,55-64,Masters,Technician,70815,1,1,642.0,0.0
M,45-54,Doctorate,Entrepreneur,276540,0,5,232.0,0.0
M,45-54,HighSchool,Teacher,31499,0,5,686.0,0.0
M,55-64,Masters,Performer,293684,0,5,289.0,0.0
M,55-64,Masters,Entrepreneur,289240,0,5,971.0,1.0
M,55-64,HighSchool,Teacher,38870,1,2,510.0,0.0
M,55-64,HighSchool,Teacher,16146,0,5,532.0,0.0
F,25-34,HighSchool,Clerk,12381,1,2,618.0,0.0
M,25-34,Associate,Janitor,10529,1,1,701.0,0.0
F,65+,Masters,Entrepreneur,396512,0,5,821.0,1.0
F,55-64,Bachelors,Manager,65754,0,5,643.0,0.0
M,45-54,Doctorate,Lawyer,228889,0,4,1331.0,1.0
F,45-54,Masters,Performer,279873,0,5,715.0,0.0
F,35-44,HighSchool,Clerk,15085,0,2,476.0,0.0
F,35-44,Associate,Clerk,24293,0,2,593.0,0.0
M,25-34,Masters,Executive,118246,1,1,1009.0,1.0
F,35-44,HighSchool,Secretary,26726,1,2,295.0,0.0
M,18-24,HighSchool,Secretary,12747,1,1,275.0,0.0
M,65+,Associate,Clerk,20012,1,1,435.0,0.0
M,45-54,Masters,Entrepreneur,263887,1,1,487.0,0.0
F,65+,Doctorate,Entrepreneur,278695,0,4,1005.0,1.0
M,55-64,Masters,Entrepreneur,239200,0,5,945.0,1.0
M,25-34,Bachelors,Manager,41052,1,1,482.0,0.0
M,55-64,Masters,Performer,316085,0,2,408.0,0.0
F,55-64,Bachelors,Technician,89539,0,5,1163.0,1.0
M,35-44,Doctorate,Executive,285296,0,4,278.0,0.0
M,35-44,HighSchool,Secretary,14931,0,5,1018.0,1.0
F,18-24,HighSchool,Secretary,18049,1,2,459.0,0.0
M,25-34,Bachelors,Manager,72813,1,1,1243.0,1.0
F,18-24,Associate,Student,8393,1,1,659.0,0.0
M,25-34,HighSchool,Janitor,34313,1,2,616.0,0.0
M,65+,Doctorate,Doctor,117800,0,3,473.0,0.0
M,55-64,Masters,Performer,210362,0,5,620.0,0.0
M,18-24,HighSchool,Janitor,19199,1,2,761.0,0.0
F,45-54,HighSchool,Teacher,16865,1,1,464.0,0.0
M,45-54,Bachelors,Executive,124926,0,4,516.0,0.0
M,55-64,Doctorate,Performer,176175,0,2,274.0,0.0
M,25-34,Associate,Janitor,18600,0,4,1134.0,1.0
F,55-64,Masters,Manager,89266,1,1,1144.0,1.0
F,25-34,Associate,Technician,90682,1,1,1233.0,1.0
M,18-24,Masters,Programmer,64716,1,1,922.0,0.0
M,25-34,Masters,Technician,98626,1,2,532.0,0.0
F,55-64,Masters,Performer,104372,0,2,242.0,0.0
M,35-44,Masters,Performer,212874,0,4,329.0,0.0
M,35-44,Masters,Performer,170585,0,2,682.0,0.0
M,35-44,Associate,Nurse,51058,0,2,839.0,1.0
M,25-34,Associate,Clerk,13820,1,1,278.0,0.0
F,65+,Associate,Architect,81252,1,2,742.0,0.0
F,18-24,Masters,Manager,45492,1,1,1219.0,1.0
F,25-34,Bachelors,Manager,67738,0,4,1150.0,1.0
M,35-44,Bachelors,Doctor,144145,1,1,1243.0,1.0
F,25-34,HighSchool,Janitor,10455,0,3,449.0,0.0
M,55-64,Doctorate,Entrepreneur,267595,1,2,1242.0,1.0
F,35-44,Associate,Janitor,28917,0,2,1405.0,1.0
M,65+,Masters,Entrepreneur,303322,0,2,547.0,0.0
M,45-54,Doctorate,Entrepreneur,125845,0,3,1161.0,1.0
M,55-64,Masters,Architect,42058,0,5,626.0,0.0
M,35-44,Bachelors,Technician,95427,0,4,278.0,0.0
M,45-54,HighSchool,Student,39199,0,3,665.0,0.0
M,25-34,HighSchool,Clerk,28980,1,2,170.0,0.0
F,45-54,Doctorate,Performer,183393,0,4,239.0,0.0
F,65+,Bachelors,Executive,175258,0,3,770.0,1.0
F,45-54,Associate,Secretary,19850,0,3,482.0,0.0
F,65+,Bachelors,Programmer,72972,1,2,1273.0,1.0
M,35-44,Associate,Secretary,35053,0,3,464.0,0.0
M,55-64,Associate,Student,35790,0,3,455.0,0.0
M,45-54,Associate,Teacher,23089,0,4,609.0,0.0
M,45-54,HighSchool,Janitor,15020,1,1,418.0,0.0
F,35-44,Associate,Clerk,25685,1,1,182.0,0.0
M,18-24,HighSchool,Secretary,8340,1,1,265.0,0.0
M,65+,HighSchool,Janitor,15754,0,4,379.0,0.0
F,18-24,HighSchool,Janitor,15192,1,2,715.0,0.0
M,45-54,Bachelors,Lawyer,142326,1,1,806.0,1.0
M,25-34,Doctorate,Performer,150289,1,2,874.0,1.0
M,45-54,Masters,Nurse,98250,0,5,678.0,0.0
M,55-64,Masters,Entrepreneur,347987,0,3,1209.0,1.0
M,25-34,Masters,Entrepreneur,132487,1,2,534.0,0.0
F,35-44,Masters,Lawyer,132682,0,4,553.0,0.0
M,65+,Masters,Nurse,56112,1,1,308.0,0.0
M,65+,Doctorate,Entrepreneur,304955,1,1,761.0,0.0
M,55-64,Doctorate,Executive,328646,0,5,1406.0,1.0
M,18-24,Bachelors,Technician,60847,1,1,800.0,1.0
F,25-34,Bachelors,Executive,101279,0,2,1103.0,1.0
F,45-54,HighSchool,Teacher,15135,1,2,723.0,0.0
F,65+,HighSchool,Teacher,36261,0,5,544.0,0.0
M,65+,Bachelors,Nurse,93470,0,5,245.0,0.0
F,25-34,Doctorate,Doctor,144758,0,4,500.0,0.0
M,35-44,Masters,Architect,69974,0,3,952.0,1.0
M,65+,Masters,Entrepreneur,332100,0,3,365.0,0.0
F,25-34,Doctorate,Performer,144890,1,1,330.0,0.0
F,25-34,Associate,Teacher,26730,0,3,281.0,0.0
M,45-54,Masters,Lawyer,161291,0,4,999.0,1.0
M,45-54,Doctorate,Performer,142404,0,5,418.0,0.0
M,25-34,Doctorate,Entrepreneur,147613,0,5,655.0,0.0
M,65+,Masters,Lawyer,165500,0,3,961.0,1.0
M,55-64,Masters,Entrepreneur,261232,1,2,857.0,1.0
M,45-54,Masters,Lawyer,273302,0,3,427.0,0.0
M,55-64,HighSchool,Janitor,31060,0,5,603.0,0.0
F,35-44,Associate,Nurse,44916,0,4,891.0,1.0
M,55-64,Bachelors,Doctor,119582,0,4,591.0,0.0
F,45-54,Masters,Lawyer,181400,0,3,605.0,0.0
F,25-34,Associate,Student,10861,1,2,180.0,0.0
M,35-44,Associate,Student,22726,0,2,226.0,0.0
F,25-34,Associate,Teacher,30109,1,1,311.0,0.0
F,25-34,Associate,Secretary,32862,1,2,634.0,0.0
M,25-34,Associate,Janitor,35224,1,2,599.0,0.0
F,35-44,Bachelors,Performer,168718,0,2,352.0,0.0
M,25-34,Bachelors,Architect,78412,1,1,276.0,0.0
F,55-64,Bachelors,Performer,216635,1,2,379.0,0.0
M,45-54,Masters,Lawyer,119299,1,2,215.0,0.0
F,35-44,HighSchool,Secretary,14156,0,4,633.0,0.0
F,55-64,Bachelors,Manager,75154,1,1,325.0,0.0
M,65+,Associate,Clerk,20769,0,4,732.0,0.0
F,55-64,Masters,Doctor,163524,0,5,381.0,0.0
M,35-44,Masters,Technician,62378,0,5,1010.0,0.0
M,25-34,Associate,Teacher,29599,1,1,398.0,0.0
F,25-34,Masters,Manager,84342,1,2,356.0,0.0
F,25-34,Bachelors,Architect,71332,0,5,554.0,0.0
M,35-44,Masters,Lawyer,293096,0,5,731.0,0.0
F,45-54,Doctorate,Entrepreneur,100351,1,2,626.0,0.0
M,45-54,Masters,Manager,52512,0,3,717.0,1.0
M,45-54,Doctorate,Lawyer,222864,0,3,622.0,0.0
M,55-64,Masters,Lawyer,273993,0,5,1279.0,1.0
M,65+,Doctorate,Performer,362368,0,2,412.0,0.0
M,25-34,HighSchool,Janitor,11560,1,1,265.0,0.0
F,35-44,Associate,Nurse,86896,1,1,297.0,0.0
M,25-34,Masters,Executive,140169,1,1,395.0,0.0
F,65+,Bachelors,Architect,90554,1,2,1147.0,1.0
M,45-54,Bachelors,Manager,70273,0,5,514.0,0.0
M,35-44,Masters,Entrepreneur,105300,0,3,565.0,0.0
M,45-54,Associate,Secretary,16795,0,3,315.0,0.0
M,25-34,Bachelors,Doctor,156727,1,1,593.0,0.0
F,65+,Masters,Entrepreneur,188041,1,1,1178.0,1.0
F,35-44,HighSchool,Clerk,15338,0,2,493.0,0.0
F,65+,Masters,Entrepreneur,312374,1,2,811.0,1.0
F,55-64,Doctorate,Doctor,157083,0,2,832.0,1.0
M,55-64,Masters,Performer,254258,0,4,1399.0,0.0
M,35-44,Bachelors,Executive,297282,0,5,1312.0,1.0
M,55-64,HighSchool,Student,22990,0,5,361.0,0.0
M,55-64,Masters,Manager,48675,0,4,527.0,0.0
M,65+,Associate,Nurse,47541,0,4,340.0,0.0
M,55-64,Masters,Architect,59070,0,3,724.0,0.0
F,18-24,HighSchool,Student,11870,0,4,314.0,0.0
M,35-44,Masters,Executive,274928,0,4,1111.0,1.0
M,65+,HighSchool,Student,32927,0,5,463.0,0.0
M,25-34,Masters,Doctor,149644,0,5,591.0,0.0
M,45-54,Masters,Doctor,114608,0,5,956.0,1.0
M,35-44,Masters,Executive,291597,0,5,310.0,0.0
M,65+,Associate,Secretary,37728,0,5,680.0,0.0
F,55-64,Associate,Janitor,16629,0,4,564.0,0.0
M,55-64,Doctorate,Doctor,129921,0,3,471.0,0.0
F,18-24,Associate,Teacher,15227,1,1,486.0,0.0
M,55-64,Associate,Manager,56441,1,1,605.0,0.0
M,65+,Masters,Lawyer,247816,0,2,752.0,0.0
F,55-64,Masters,Doctor,159272,0,2,428.0,0.0
M,35-44,Doctorate,Executive,278591,0,4,1254.0,1.0
F,25-34,HighSchool,Teacher,16939,1,2,237.0,0.0
M,45-54,HighSchool,Janitor,33391,0,5,286.0,0.0
M,65+,Masters,Performer,272004,1,1,393.0,0.0
F,18-24,HighSchool,Teacher,17374,1,1,310.0,0.0
F,25-34,Associate,Student,28681,0,2,394.0,0.0
M,65+,Bachelors,Manager,58571,0,4,745.0,0.0
M,25-34,Associate,Secretary,32031,1,1,601.0,0.0
M,25-34,Associate,Teacher,28499,1,2,191.0,0.0
M,55-64,Doctorate,Doctor,304768,1,1,882.0,1.0
M,65+,Masters,Architect,72649,0,5,310.0,0.0
M,25-34,Bachelors,Performer,127418,1,1,475.0,0.0
F,65+,Associate,Programmer,79239,1,2,1260.0,1.0
M,35-44,Bachelors,Programmer,69219,0,4,267.0,0.0
M,25-34,HighSchool,Teacher,14429,1,1,417.0,0.0
F,35-44,Masters,Manager,55888,1,2,289.0,0.0
M,25-34,Bachelors,Entrepreneur,169906,1,1,956.0,1.0
F,25-34,Associate,Janitor,25151,0,3,354.0,0.0
M,25-34,HighSchool,Teacher,39924,1,2,714.0,0.0
M,55-64,Masters,Architect,57989,0,2,261.0,0.0
M,35-44,HighSchool,Teacher,30713,0,5,180.0,0.0
F,65+,Masters,Executive,128952,0,5,249.0,0.0
M,25-34,HighSchool,Student,10498,1,1,357.0,0.0
M,65+,Masters,Doctor,388960,1,2,1287.0,1.0
M,55-64,Bachelors,Entrepreneur,111125,1,1,760.0,0.0
M,35-44,Bachelors,Programmer,46418,0,3,844.0,1.0
F,45-54,Masters,Entrepreneur,183050,0,5,399.0,0.0
F,25-34,Associate,Teacher,10152,1,1,452.0,0.0
M,55-64,HighSchool,Janitor,28106,0,5,490.0,0.0
M,55-64,Doctorate,Performer,123229,1,1,406.0,0.0
F,35-44,Masters,Lawyer,217911,0,2,664.0,0.0
M,65+,HighSchool,Janitor,15437,1,2,684.0,0.0
F,18-24,Associate,Student,9052,1,2,347.0,0.0
M,45-54,Masters,Executive,103489,0,3,468.0,0.0
M,25-34,HighSchool,Teacher,11055,1,2,460.0,0.0
F,45-54,Bachelors,Lawyer,109315,0,3,1129.0,0.0
M,25-34,HighSchool,Teacher,37483,1,1,562.0,0.0
F,25-34,Associate,Student,17314,1,1,346.0,0.0
M,45-54,HighSchool,Janitor,38653,0,5,280.0,0.0
F,25-34,Doctorate,Lawyer,163335,0,2,1251.0,1.0
M,45-54,Associate,Teacher,15068,0,2,718.0,0.0
M,25-34,Doctorate,Lawyer,167066,1,2,203.0,0.0
M,25-34,Bachelors,Nurse,81810,0,5,228.0,0.0
M,45-54,Bachelors,Lawyer,141484,1,1,501.0,0.0
M,25-34,Doctorate,Executive,159378,1,2,970.0,1.0
F,35-44,Masters,Doctor,243197,1,2,785.0,1.0
F,35-44,Bachelors,Entrepreneur,299882,1,1,1004.0,1.0
M,55-64,Masters,Lawyer,149400,0,4,1452.0,1.0
F,45-54,HighSchool,Janitor,15001,0,3,248.0,0.0
M,65+,Associate,Clerk,25247,0,3,261.0,0.0
M,35-44,Bachelors,Performer,165495,1,1,468.0,0.0
M,18-24,HighSchool,Clerk,33032,1,1,187.0,0.0
M,55-64,Masters,Doctor,147061,0,3,1407.0,1.0
M,45-54,Masters,Performer,224811,0,4,286.0,0.0
F,55-64,HighSchool,Student,30210,0,3,429.0,0.0
F,25-34,Associate,Technician,88764,1,2,1236.0,1.0
F,25-34,HighSchool,Clerk,12834,1,1,628.0,0.0
M,65+,Bachelors,Nurse,52620,1,1,682.0,0.0
M,25-34,HighSchool,Teacher,10173,0,2,624.0,0.0
F,25-34,Bachelors,Architect,88433,0,5,646.0,0.0
M,35-44,Bachelors,Executive,148103,0,3,1367.0,1.0
M,55-64,Masters,Executive,332965,0,4,739.0,1.0
M,25-34,Bachelors,Manager,68227,1,2,319.0,0.0
M,25-34,Associate,Manager,68587,1,2,733.0,0.0
F,35-44,HighSchool,Secretary,14402,0,2,284.0,0.0
F,55-64,Bachelors,Doctor,121259,1,1,937.0,0.0
M,25-34,Associate,Secretary,15532,1,2,678.0,0.0
M,35-44,Bachelors,Programmer,46682,0,4,771.0,1.0
F,45-54,Masters,Doctor,199908,1,1,1330.0,0.0
F,45-54,Masters,Lawyer,152316,0,5,984.0,1.0
F,45-54,Associate,Nurse,47568,0,3,440.0,0.0
F,18-24,HighSchool,Student,8134,0,5,316.0,0.0
M,55-64,Associate,Manager,55053,1,1,316.0,0.0
M,55-64,Masters,Entrepreneur,127073,0,5,743.0,1.0
F,55-64,Masters,Doctor,146939,0,3,1293.0,1.0
F,45-54,Bachelors,Performer,160358,0,3,181.0,0.0
M,25-34,Associate,Secretary,38636,1,2,698.0,0.0
M,45-54,HighSchool,Clerk,31348,0,3,349.0,0.0
M,35-44,Masters,Doctor,107307,0,2,1455.0,0.0
F,55-64,Masters,Doctor,111076,0,2,552.0,0.0
M,25-34,Associate,Secretary,17152,0,5,1367.0,1.0
F,25-34,Associate,Teacher,13652,1,1,1360.0,0.0
F,45-54,Bachelors,Entrepreneur,165707,0,4,224.0,0.0
F,65+,Masters,Doctor,120517,0,3,830.0,0.0
M,65+,Doctorate,Entrepreneur,281960,0,4,1396.0,1.0
M,45-54,Associate,Teacher,19547,1,2,818.0,1.0
M,25-34,Masters,Nurse,60664,1,1,525.0,0.0
M,35-44,Bachelors,Performer,173781,0,2,467.0,0.0
M,65+,HighSchool,Secretary,24465,0,3,699.0,0.0
M,55-64,Bachelors,Technician,67539,0,3,1330.0,1.0
M,25-34,Associate,Teacher,22757,1,2,709.0,0.0
F,65+,Bachelors,Nurse,97710,0,3,846.0,1.0
F,25-34,Bachelors,Nurse,59546,1,1,294.0,0.0
F,18-24,HighSchool,Student,8166,0,5,240.0,0.0
M,65+,HighSchool,Clerk,27345,1,1,549.0,0.0
M,45-54,Masters,Manager,48563,1,1,655.0,0.0
M,45-54,Doctorate,Entrepreneur,226968,0,2,1339.0,0.0
M,25-34,Associate,Student,11064,0,2,435.0,0.0
F,65+,HighSchool,Teacher,28074,1,1,787.0,1.0
F,45-54,Doctorate,Doctor,215319,1,1,267.0,0.0
M,45-54,Masters,Technician,95171,0,3,519.0,0.0
M,65+,Doctorate,Entrepreneur,161318,0,5,351.0,0.0
M,65+,Masters,Doctor,246374,0,5,765.0,0.0
M,35-44,HighSchool,Secretary,28444,0,5,289.0,0.0
M,35-44,Doctorate,Executive,134462,0,4,554.0,0.0
M,25-34,HighSchool,Teacher,21171,0,4,231.0,0.0
M,45-54,Masters,Executive,103653,1,2,696.0,0.0
F,18-24,HighSchool,Janitor,17341,1,2,504.0,0.0
F,65+,Masters,Performer,272694,1,1,295.0,0.0
F,25-34,Masters,Nurse,74507,1,2,280.0,0.0
M,65+,Associate,Nurse,66444,1,2,1140.0,0.0
M,65+,HighSchool,Secretary,33408,0,4,729.0,0.0
M,55-64,HighSchool,Janitor,36652,0,4,365.0,0.0
M,55-64,Doctorate,Performer,123836,0,3,540.0,0.0
M,65+,Masters,Performer,357894,0,3,477.0,0.0
M,35-44,Bachelors,Architect,72537,0,4,269.0,0.0
M,25-34,Doctorate,Lawyer,143824,1,2,695.0,0.0
M,65+,Bachelors,Doctor,392206,0,4,440.0,0.0
F,55-64,HighSchool,Secretary,17818,1,2,922.0,1.0
M,25-34,Masters,Performer,172629,1,1,681.0,0.0
M,55-64,Masters,Technician,97995,1,2,858.0,1.0
F,55-64,HighSchool,Clerk,32773,0,2,190.0,0.0
F,45-54,Associate,Student,15068,1,2,693.0,0.0
M,55-64,Masters,Architect,64841,1,1,1225.0,0.0
F,55-64,Bachelors,Performer,300871,0,3,347.0,0.0
F,25-34,Associate,Clerk,10028,1,1,729.0,0.0
F,45-54,Bachelors,Architect,44236,0,3,422.0,0.0
F,55-64,Doctorate,Entrepreneur,170688,0,2,1016.0,1.0
M,45-54,Masters,Architect,75831,0,2,170.0,0.0
F,65+,Bachelors,Doctor,188853,0,3,1469.0,1.0
F,35-44,HighSchool,Student,35322,1,1,1432.0,1.0
M,35-44,HighSchool,Teacher,17030,0,2,1013.0,1.0
M,35-44,Bachelors,Programmer,72273,1,1,838.0,0.0
M,55-64,Associate,Janitor,28467,0,3,862.0,1.0
M,55-64,Bachelors,Programmer,52264,0,5,517.0,0.0
M,55-64,Doctorate,Entrepreneur,315535,0,5,448.0,0.0
M,45-54,Bachelors,Performer,253532,0,3,236.0,0.0
M,45-54,Bachelors,Programmer,75903,1,1,460.0,0.0
M,55-64,Masters,Executive,347212,0,3,723.0,0.0
M,45-54,Masters,Doctor,233157,1,2,659.0,0.0
M,35-44,Bachelors,Architect,95565,1,2,1137.0,1.0
M,55-64,Bachelors,Manager,91412,0,5,628.0,0.0
F,55-64,Bachelors,Nurse,59901,0,5,1312.0,1.0
M,45-54,Doctorate,Lawyer,153422,0,4,1499.0,1.0
M,35-44,Bachelors,Lawyer,198114,0,3,458.0,0.0
F,25-34,HighSchool,Secretary,39886,0,5,368.0,0.0
M,45-54,Masters,Executive,302956,0,4,495.0,0.0
M,25-34,Bachelors,Programmer,81857,0,3,968.0,0.0
M,25-34,Bachelors,Performer,177324,1,2,493.0,0.0
M,65+,Doctorate,Executive,243488,0,3,256.0,0.0
M,65+,Masters,Lawyer,246129,1,2,997.0,1.0
M,45-54,Masters,Manager,95447,1,2,770.0,1.0
M,55-64,Associate,Clerk,26983,0,2,199.0,0.0
F,45-54,HighSchool,Secretary,22023,0,4,376.0,0.0
M,65+,Bachelors,Executive,183390,0,4,1469.0,1.0
M,65+,Masters,Executive,252428,0,4,1446.0,1.0
M,25-34,HighSchool,Clerk,38271,1,1,221.0,0.0
M,65+,Masters,Performer,129563,0,2,315.0,0.0
F,45-54,Masters,Performer,149024,1,1,1212.0,0.0
M,25-34,HighSchool,Clerk,13135,1,1,258.0,0.0
